"Time","ec"
1437721224503,-171
1437721224511,-188
1437721224519,-183
1437721224527,-181
1437721224535,-188
1437721224542,-188
1437721224550,-183
1437721224558,-186
1437721224566,-190
1437721224574,-188
1437721224582,-188
1437721224590,-186
1437721224597,-198
1437721224605,-200
1437721224613,-198
1437721224621,-198
1437721224629,-193
1437721224637,-198
1437721224645,-198
1437721224652,-198
1437721224660,-188
1437721224668,-190
1437721224676,-190
1437721224684,-193
1437721224692,-188
1437721224700,-195
1437721224708,-210
1437721224715,-205
1437721224723,-208
1437721224731,-210
1437721224739,-212
1437721224747,-215
1437721224755,-212
1437721224763,-200
1437721224770,-188
1437721224778,-190
1437721224786,-200
1437721224794,-193
1437721224802,-200
1437721224810,-200
1437721224818,-203
1437721224825,-208
1437721224833,-195
1437721224841,-190
1437721224849,-193
1437721224857,-266
1437721224865,-347
1437721224873,-232
1437721224880,288
1437721224888,808
1437721224896,598
1437721224904,154
1437721224912,-42
1437721224920,-142
1437721224928,-208
1437721224935,-237
1437721224943,-239
1437721224951,-264
1437721224959,-254
1437721224967,-256
1437721224975,-261
1437721224983,-264
1437721224990,-256
1437721224998,-249
1437721225006,-266
1437721225014,-259
1437721225022,-266
1437721225030,-269
1437721225038,-259
1437721225045,-266
1437721225053,-271
1437721225061,-266
1437721225069,-254
1437721225077,-264
1437721225085,-247
1437721225093,-249
1437721225101,-261
1437721225108,-266
1437721225116,-266
1437721225124,-254
1437721225132,-254
1437721225140,-256
1437721225148,-259
1437721225156,-249
1437721225163,-242
1437721225171,-242
1437721225179,-237
1437721225187,-234
1437721225195,-247
1437721225203,-239
1437721225211,-242
1437721225218,-227
1437721225226,-222
1437721225234,-249
1437721225242,-239
1437721225250,-237
1437721225258,-229
1437721225266,-222
1437721225273,-222
1437721225281,-229
1437721225289,-217
1437721225297,-205
1437721225305,-215
1437721225313,-195
1437721225321,-193
1437721225329,-183
1437721225336,-181
1437721225344,-193
1437721225352,-190
1437721225360,-178
1437721225368,-171
1437721225376,-171
1437721225384,-173
1437721225392,-171
1437721225399,-178
1437721225407,-176
1437721225415,-183
1437721225423,-190
1437721225431,-190
1437721225439,-190
1437721225447,-190
1437721225455,-193
1437721225462,-188
1437721225470,-198
1437721225478,-195
1437721225486,-198
1437721225494,-186
1437721225502,-178
1437721225510,-186
1437721225517,-149
1437721225525,-151
1437721225533,-166
1437721225541,-156
1437721225549,-166
1437721225557,-154
1437721225565,-164
1437721225573,-161
1437721225580,-149
1437721225588,-166
1437721225596,-215
1437721225604,-298
1437721225612,-256
1437721225620,132
1437721225628,698
1437721225636,708
1437721225643,269
1437721225651,39
1437721225659,-42
1437721225667,-103
1437721225675,-156
1437721225683,-168
1437721225691,-156
1437721225699,-176
1437721225706,-173
1437721225714,-161
1437721225722,-166
1437721225730,-161
1437721225738,-144
1437721225746,-146
1437721225754,-149
1437721225761,-151
1437721225769,-154
1437721225777,-159
1437721225785,-161
1437721225793,-146
1437721225801,-154
1437721225809,-154
1437721225817,-154
1437721225824,-144
1437721225832,-149
1437721225840,-154
1437721225848,-144
1437721225856,-154
1437721225864,-144
1437721225872,-139
1437721225880,-144
1437721225887,-139
1437721225895,-144
1437721225903,-134
1437721225911,-127
1437721225919,-142
1437721225927,-127
1437721225935,-120
1437721225942,-127
1437721225950,-122
1437721225958,-139
1437721225966,-149
1437721225974,-144
1437721225982,-139
1437721225990,-127
1437721225998,-132
1437721226005,-137
1437721226013,-132
1437721226021,-134
1437721226029,-132
1437721226037,-122
1437721226045,-122
1437721226053,-129
1437721226061,-134
1437721226068,-144
1437721226076,-122
1437721226084,-129
1437721226092,-132
1437721226100,-105
1437721226108,-125
1437721226116,-125
1437721226124,-112
1437721226131,-129
1437721226139,-132
1437721226147,-127
1437721226155,-129
1437721226163,-149
1437721226171,-149
1437721226179,-146
1437721226187,-151
1437721226194,-132
1437721226202,-132
1437721226210,-129
1437721226218,-117
1437721226226,-122
1437721226234,-122
1437721226242,-122
1437721226250,-137
1437721226257,-132
1437721226265,-125
1437721226273,-122
1437721226281,-120
1437721226289,-125
1437721226297,-137
1437721226305,-195
1437721226312,-278
1437721226320,-200
1437721226328,210
1437721226336,715
1437721226344,610
1437721226352,212
1437721226360,17
1437721226368,-66
1437721226375,-110
1437721226383,-161
1437721226391,-171
1437721226399,-186
1437721226407,-186
1437721226415,-178
1437721226423,-173
1437721226431,-178
1437721226438,-166
1437721226446,-161
1437721226454,-168
1437721226462,-176
1437721226470,-181
1437721226478,-171
1437721226486,-151
1437721226494,-144
1437721226501,-144
1437721226509,-144
1437721226517,-154
1437721226525,-154
1437721226533,-146
1437721226541,-142
1437721226549,-154
1437721226556,-144
1437721226564,-132
1437721226572,-132
1437721226580,-125
1437721226588,-117
1437721226596,-90
1437721226604,-83
1437721226612,-78
1437721226619,-76
1437721226627,-81
1437721226635,-81
1437721226643,-78
1437721226651,-88
1437721226659,-100
1437721226667,-100
1437721226675,-107
1437721226682,-95
1437721226690,-100
1437721226698,-110
1437721226706,-93
1437721226714,-88
1437721226722,-95
1437721226730,-88
1437721226737,-95
1437721226745,-93
1437721226753,-95
1437721226761,-100
1437721226769,-81
1437721226777,-88
1437721226785,-105
1437721226793,-93
1437721226800,-90
1437721226808,-98
1437721226816,-105
1437721226824,-107
1437721226832,-107
1437721226840,-100
1437721226848,-93
1437721226856,-103
1437721226863,-117
1437721226871,-127
1437721226879,-117
1437721226887,-103
1437721226895,-110
1437721226903,-115
1437721226911,-98
1437721226919,-78
1437721226926,-78
1437721226934,-81
1437721226942,-90
1437721226950,-83
1437721226958,-85
1437721226966,-88
1437721226974,-76
1437721226982,-71
1437721226989,-78
1437721226997,-76
1437721227005,-90
1437721227013,-193
1437721227021,-193
1437721227029,76
1437721227037,605
1437721227045,808
1437721227052,449
1437721227060,159
1437721227068,37
1437721227076,-37
1437721227084,-100
1437721227092,-122
1437721227100,-112
1437721227107,-120
1437721227115,-117
1437721227123,-117
1437721227131,-120
1437721227139,-115
1437721227147,-107
1437721227155,-127
1437721227163,-127
1437721227170,-127
1437721227178,-127
1437721227186,-125
1437721227194,-127
1437721227202,-129
1437721227210,-117
1437721227218,-112
1437721227226,-125
1437721227233,-122
1437721227241,-129
1437721227249,-127
1437721227257,-127
1437721227265,-129
1437721227273,-122
1437721227281,-127
1437721227289,-125
1437721227296,-115
1437721227304,-115
1437721227312,-120
1437721227320,-112
1437721227328,-110
1437721227336,-115
1437721227344,-122
1437721227351,-117
1437721227359,-125
1437721227367,-129
1437721227375,-129
1437721227383,-129
1437721227391,-122
1437721227399,-134
1437721227407,-132
1437721227414,-137
1437721227422,-144
1437721227430,-139
1437721227438,-134
1437721227446,-144
1437721227454,-151
1437721227462,-144
1437721227470,-149
1437721227477,-137
1437721227485,-137
1437721227493,-139
1437721227501,-134
1437721227509,-144
1437721227517,-127
1437721227525,-132
1437721227532,-129
1437721227540,-122
1437721227548,-132
1437721227556,-137
1437721227564,-134
1437721227572,-142
1437721227580,-142
1437721227588,-137
1437721227595,-134
1437721227603,-115
1437721227611,-115
1437721227619,-117
1437721227627,-117
1437721227635,-117
1437721227643,-125
1437721227651,-122
1437721227658,-122
1437721227666,-117
1437721227674,-115
1437721227682,-117
1437721227690,-122
1437721227698,-154
1437721227706,-251
1437721227713,-227
1437721227721,85
1437721227729,647
1437721227737,769
1437721227745,371
1437721227753,103
1437721227760,-12
1437721227768,-66
1437721227776,-105
1437721227784,-132
1437721227792,-137
1437721227800,-132
1437721227807,-146
1437721227815,-142
1437721227823,-144
1437721227831,-149
1437721227839,-149
1437721227847,-159
1437721227854,-164
1437721227862,-164
1437721227870,-144
1437721227878,-139
1437721227886,-142
1437721227894,-142
1437721227901,-146
1437721227909,-134
1437721227917,-137
1437721227925,-134
1437721227933,-122
1437721227941,-117
1437721227948,-122
1437721227956,-117
1437721227964,-107
1437721227972,-107
1437721227980,-95
1437721227988,-88
1437721227995,-85
1437721228003,-88
1437721228011,-88
1437721228019,-73
1437721228027,-61
1437721228035,-66
1437721228042,-76
1437721228050,-71
1437721228058,-66
1437721228066,-71
1437721228074,-63
1437721228082,-49
1437721228089,-66
1437721228097,-95
1437721228105,-85
1437721228113,-68
1437721228121,-61
1437721228128,-61
1437721228136,-54
1437721228144,-51
1437721228152,-46
1437721228160,-34
1437721228168,-22
1437721228175,-20
1437721228183,-37
1437721228191,-24
1437721228199,-10
1437721228207,-12
1437721228215,-12
1437721228222,-20
1437721228230,7
1437721228238,27
1437721228246,17
1437721228254,-7
1437721228262,12
1437721228269,34
1437721228277,49
1437721228285,49
1437721228293,59
1437721228301,78
1437721228309,76
1437721228316,90
1437721228324,93
1437721228332,88
1437721228340,100
1437721228348,93
1437721228356,95
1437721228363,98
1437721228371,95
1437721228379,98
1437721228387,63
1437721228395,-42
1437721228403,-27
1437721228410,308
1437721228418,935
1437721228426,1091
1437721228434,688
1437721228442,388
1437721228450,242
1437721228457,168
1437721228465,117
1437721228473,93
1437721228480,93
1437721228488,88
1437721228496,83
1437721228504,78
1437721228511,78
1437721228519,78
1437721228527,76
1437721228535,81
1437721228543,83
1437721228551,81
1437721228559,83
1437721228566,78
1437721228574,76
1437721228582,78
1437721228590,83
1437721228598,83
1437721228606,85
1437721228614,95
1437721228621,93
1437721228629,95
1437721228637,95
1437721228645,95
1437721228653,105
1437721228661,105
1437721228669,107
1437721228677,117
1437721228684,125
1437721228692,125
1437721228700,137
1437721228708,144
1437721228716,149
1437721228724,146
1437721228732,142
1437721228739,137
1437721228747,139
1437721228755,142
1437721228763,146
1437721228771,144
1437721228779,139
1437721228787,139
1437721228794,144
1437721228802,149
1437721228810,154
1437721228818,159
1437721228826,166
1437721228834,166
1437721228842,164
1437721228849,156
1437721228857,154
1437721228865,154
1437721228873,156
1437721228881,156
1437721228889,151
1437721228897,159
1437721228904,151
1437721228912,144
1437721228920,146
1437721228928,146
1437721228936,149
1437721228944,149
1437721228952,137
1437721228959,134
1437721228967,139
1437721228975,134
1437721228983,134
1437721228991,149
1437721228999,156
1437721229007,156
1437721229014,159
1437721229022,166
1437721229030,156
1437721229038,151
1437721229046,154
1437721229054,149
1437721229062,151
1437721229070,151
1437721229077,149
1437721229085,120
1437721229093,44
1437721229101,10
1437721229109,254
1437721229117,901
1437721229125,1284
1437721229132,896
1437721229140,476
1437721229148,288
1437721229156,176
1437721229164,117
1437721229172,85
1437721229180,83
1437721229187,68
1437721229195,85
1437721229203,81
1437721229211,78
1437721229219,83
1437721229227,85
1437721229235,85
1437721229242,68
1437721229250,78
1437721229258,83
1437721229266,63
1437721229274,73
1437721229282,76
1437721229290,78
1437721229298,83
1437721229305,83
1437721229313,83
1437721229321,78
1437721229329,78
1437721229337,61
1437721229345,54
1437721229353,71
1437721229360,90
1437721229368,78
1437721229376,66
1437721229384,76
1437721229392,81
1437721229400,81
1437721229408,76
1437721229415,81
1437721229423,90
1437721229431,107
1437721229439,107
1437721229447,90
1437721229455,100
1437721229463,105
1437721229471,93
1437721229478,81
1437721229486,81
1437721229494,95
1437721229502,93
1437721229510,85
1437721229518,88
1437721229526,85
1437721229533,63
1437721229541,71
1437721229549,59
1437721229557,59
1437721229565,63
1437721229573,68
1437721229581,49
1437721229588,42
1437721229596,46
1437721229604,27
1437721229612,29
1437721229620,37
1437721229628,27
1437721229636,15
1437721229643,12
1437721229651,15
1437721229659,15
1437721229667,12
1437721229675,27
1437721229683,17
1437721229691,5
1437721229698,10
1437721229706,17
1437721229714,20
1437721229722,22
1437721229730,10
1437721229738,-2
1437721229746,0
1437721229753,-15
1437721229761,-22
1437721229769,-17
1437721229777,-24
1437721229785,-32
1437721229793,-56
1437721229801,-154
1437721229808,-161
1437721229816,110
1437721229824,676
1437721229832,945
1437721229840,559
1437721229848,208
1437721229856,85
1437721229864,-7
1437721229871,-46
1437721229879,-66
1437721229887,-71
1437721229895,-66
1437721229903,-68
1437721229911,-83
1437721229919,-85
1437721229926,-90
1437721229934,-105
1437721229942,-115
1437721229950,-115
1437721229958,-125
1437721229966,-129
1437721229974,-127
1437721229981,-129
1437721229989,-132
1437721229997,-139
1437721230005,-149
1437721230013,-134
1437721230021,-142
1437721230029,-151
1437721230036,-146
1437721230044,-154
1437721230052,-151
1437721230060,-151
1437721230068,-154
1437721230076,-161
1437721230084,-168
1437721230092,-156
1437721230100,-154
1437721230107,-149
1437721230115,-139
1437721230123,-139
1437721230131,-132
1437721230139,-127
1437721230147,-125
1437721230155,-127
1437721230163,-110
1437721230170,-117
1437721230178,-125
1437721230186,-117
1437721230194,-122
1437721230202,-117
1437721230210,-127
1437721230218,-132
1437721230226,-137
1437721230233,-134
1437721230241,-139
1437721230249,-142
1437721230257,-134
1437721230265,-144
1437721230273,-149
1437721230281,-137
1437721230289,-139
1437721230297,-139
1437721230304,-132
1437721230312,-139
1437721230320,-137
1437721230328,-142
1437721230336,-144
1437721230344,-142
1437721230352,-139
1437721230360,-142
1437721230367,-134
1437721230375,-132
1437721230383,-134
1437721230391,-132
1437721230399,-137
1437721230407,-127
1437721230415,-117
1437721230423,-112
1437721230430,-105
1437721230438,-112
1437721230446,-110
1437721230454,-112
1437721230462,-115
1437721230470,-112
1437721230478,-112
1437721230486,-112
1437721230494,-110
1437721230501,-151
1437721230509,-259
1437721230517,-247
1437721230525,88
1437721230533,698
1437721230541,872
1437721230549,447
1437721230557,112
1437721230564,-7
1437721230572,-83
1437721230580,-132
1437721230588,-164
1437721230596,-176
1437721230604,-173
1437721230612,-171
1437721230620,-178
1437721230627,-183
1437721230635,-183
1437721230643,-183
1437721230651,-176
1437721230659,-166
1437721230667,-181
1437721230675,-171
1437721230683,-154
1437721230691,-161
1437721230698,-164
1437721230706,-166
1437721230714,-166
1437721230722,-164
1437721230730,-171
1437721230738,-166
1437721230746,-159
1437721230754,-168
1437721230761,-159
1437721230769,-164
1437721230777,-164
1437721230785,-151
1437721230793,-154
1437721230801,-149
1437721230809,-151
1437721230817,-144
1437721230824,-142
1437721230832,-142
1437721230840,-144
1437721230848,-149
1437721230856,-149
1437721230864,-154
1437721230872,-139
1437721230880,-134
1437721230888,-129
1437721230896,-144
1437721230903,-144
1437721230911,-129
1437721230919,-142
1437721230927,-156
1437721230935,-142
1437721230943,-134
1437721230951,-139
1437721230959,-137
1437721230966,-134
1437721230974,-139
1437721230982,-139
1437721230990,-139
1437721230998,-146
1437721231006,-146
1437721231014,-146
1437721231022,-146
1437721231029,-159
1437721231037,-146
1437721231045,-149
1437721231053,-164
1437721231061,-159
1437721231069,-149
1437721231077,-164
1437721231085,-159
1437721231093,-146
1437721231100,-154
1437721231108,-149
1437721231116,-156
1437721231124,-144
1437721231132,-127
1437721231140,-134
1437721231148,-129
1437721231156,-134
1437721231163,-146
1437721231171,-151
1437721231179,-151
1437721231187,-154
1437721231195,-151
1437721231203,-156
1437721231211,-171
1437721231219,-249
1437721231226,-332
1437721231234,-200
1437721231242,342
1437721231250,952
1437721231258,786
1437721231266,266
1437721231274,20
1437721231282,-85
1437721231290,-146
1437721231297,-198
1437721231305,-210
1437721231313,-215
1437721231321,-210
1437721231329,-210
1437721231337,-215
1437721231345,-222
1437721231353,-229
1437721231360,-225
1437721231368,-215
1437721231376,-215
1437721231384,-215
1437721231392,-215
1437721231400,-217
1437721231408,-212
1437721231416,-212
1437721231423,-210
1437721231431,-220
1437721231439,-217
1437721231447,-222
1437721231455,-220
1437721231463,-222
1437721231471,-225
1437721231479,-227
1437721231487,-225
1437721231494,-215
1437721231502,-212
1437721231510,-210
1437721231518,-208
1437721231526,-203
1437721231534,-208
1437721231542,-193
1437721231550,-186
1437721231557,-195
1437721231565,-190
1437721231573,-193
1437721231581,-195
1437721231589,-200
1437721231597,-200
1437721231605,-200
1437721231613,-200
1437721231620,-208
1437721231628,-205
1437721231636,-210
1437721231644,-210
1437721231652,-210
1437721231660,-217
1437721231668,-225
1437721231676,-227
1437721231684,-225
1437721231691,-220
1437721231699,-215
1437721231707,-217
1437721231715,-215
1437721231723,-210
1437721231731,-205
1437721231739,-210
1437721231747,-217
1437721231754,-205
1437721231762,-200
1437721231770,-225
1437721231778,-220
1437721231786,-208
1437721231794,-212
1437721231802,-222
1437721231810,-222
1437721231817,-234
1437721231825,-232
1437721231833,-225
1437721231841,-215
1437721231849,-208
1437721231857,-212
1437721231865,-222
1437721231872,-225
1437721231880,-222
1437721231888,-232
1437721231896,-222
1437721231904,-239
1437721231912,-249
1437721231920,-237
1437721231928,-239
1437721231935,-313
1437721231943,-383
1437721231951,-266
1437721231959,300
1437721231967,964
1437721231975,862
1437721231983,291
1437721231991,-17
1437721231998,-139
1437721232006,-232
1437721232014,-273
1437721232022,-291
1437721232030,-295
1437721232038,-303
1437721232046,-315
1437721232054,-327
1437721232061,-325
1437721232069,-327
1437721232077,-334
1437721232085,-337
1437721232093,-334
1437721232101,-332
1437721232109,-334
1437721232116,-339
1437721232124,-332
1437721232132,-330
1437721232140,-325
1437721232148,-325
1437721232156,-327
1437721232164,-320
1437721232172,-315
1437721232179,-320
1437721232187,-342
1437721232195,-352
1437721232203,-347
1437721232211,-344
1437721232219,-354
1437721232227,-354
1437721232235,-352
1437721232242,-361
1437721232250,-344
1437721232258,-320
1437721232266,-313
1437721232274,-305
1437721232282,-278
1437721232290,-266
1437721232297,-278
1437721232305,-281
1437721232313,-276
1437721232321,-269
1437721232329,-278
1437721232337,-266
1437721232345,-261
1437721232353,-266
1437721232360,-261
1437721232368,-276
1437721232376,-278
1437721232384,-288
1437721232392,-298
1437721232400,-295
1437721232408,-286
1437721232416,-286
1437721232423,-286
1437721232431,-276
1437721232439,-276
1437721232447,-269
1437721232455,-288
1437721232463,-283
1437721232471,-283
1437721232478,-291
1437721232486,-283
1437721232494,-295
1437721232502,-300
1437721232510,-305
1437721232518,-293
1437721232525,-293
1437721232533,-295
1437721232541,-298
1437721232549,-303
1437721232557,-293
1437721232564,-283
1437721232572,-276
1437721232580,-283
1437721232588,-283
1437721232596,-283
1437721232604,-283
1437721232611,-281
1437721232619,-298
1437721232627,-293
1437721232635,-283
1437721232643,-276
1437721232651,-283
1437721232658,-359
1437721232666,-430
1437721232674,-310
1437721232682,210
1437721232690,750
1437721232697,603
1437721232705,110
1437721232713,-112
1437721232721,-186
1437721232729,-266
1437721232737,-310
1437721232744,-313
1437721232752,-315
1437721232760,-315
1437721232768,-317
1437721232776,-349
1437721232783,-330
1437721232791,-339
1437721232799,-354
1437721232807,-342
1437721232815,-359
1437721232823,-364
1437721232830,-347
1437721232838,-352
1437721232846,-354
1437721232854,-349
1437721232862,-354
1437721232869,-352
1437721232877,-354
1437721232885,-356
1437721232893,-359
1437721232901,-364
1437721232909,-366
1437721232916,-364
1437721232924,-356
1437721232932,-352
1437721232940,-369
1437721232948,-378
1437721232955,-376
1437721232963,-398
1437721232971,-381
1437721232979,-366
1437721232987,-364
1437721232995,-352
1437721233002,-347
1437721233010,-356
1437721233018,-366
1437721233026,-334
1437721233034,-325
1437721233042,-327
1437721233049,-325
1437721233057,-344
1437721233065,-354
1437721233073,-342
1437721233081,-322
1437721233088,-334
1437721233096,-342
1437721233104,-330
1437721233112,-334
1437721233120,-352
1437721233128,-344
1437721233135,-330
1437721233143,-308
1437721233151,-322
1437721233159,-332
1437721233167,-310
1437721233174,-305
1437721233182,-334
1437721233190,-347
1437721233198,-337
1437721233206,-305
1437721233214,-291
1437721233221,-308
1437721233229,-298
1437721233237,-300
1437721233245,-310
1437721233253,-298
1437721233261,-298
1437721233269,-313
1437721233276,-298
1437721233284,-293
1437721233292,-276
1437721233300,-283
1437721233308,-295
1437721233316,-286
1437721233323,-266
1437721233331,-271
1437721233339,-291
1437721233347,-310
1437721233355,-303
1437721233363,-278
1437721233370,-317
1437721233378,-393
1437721233386,-452
1437721233394,-344
1437721233402,149
1437721233410,647
1437721233417,454
1437721233425,39
1437721233433,-115
1437721233441,-195
1437721233449,-237
1437721233457,-298
1437721233465,-303
1437721233472,-315
1437721233480,-347
1437721233488,-310
1437721233496,-286
1437721233504,-293
1437721233512,-295
1437721233519,-313
1437721233527,-330
1437721233535,-291
1437721233543,-273
1437721233551,-286
1437721233559,-286
1437721233566,-286
1437721233574,-298
1437721233582,-313
1437721233590,-308
1437721233598,-278
1437721233606,-261
1437721233613,-281
1437721233621,-286
1437721233629,-291
1437721233637,-264
1437721233645,-234
1437721233653,-259
1437721233661,-251
1437721233668,-232
1437721233676,-229
1437721233684,-215
1437721233692,-217
1437721233700,-217
1437721233708,-210
1437721233715,-215
1437721233723,-229
1437721233731,-234
1437721233739,-237
1437721233747,-237
1437721233755,-227
1437721233762,-227
1437721233770,-232
1437721233778,-222
1437721233786,-225
1437721233794,-237
1437721233802,-225
1437721233809,-210
1437721233817,-195
1437721233825,-200
1437721233833,-198
1437721233841,-176
1437721233849,-190
1437721233857,-205
1437721233864,-190
1437721233872,-193
1437721233880,-203
1437721233888,-205
1437721233896,-195
1437721233904,-210
1437721233911,-210
1437721233919,-212
1437721233927,-203
1437721233935,-193
1437721233943,-210
1437721233951,-222
1437721233958,-220
1437721233966,-217
1437721233974,-217
1437721233982,-208
1437721233990,-198
1437721233998,-200
1437721234005,-193
1437721234013,-171
1437721234021,-171
1437721234029,-183
1437721234037,-186
1437721234045,-171
1437721234053,-154
1437721234061,-166
1437721234069,-171
1437721234076,-156
1437721234084,-181
1437721234092,-288
1437721234100,-298
1437721234108,5
1437721234116,620
1437721234124,894
1437721234132,508
1437721234140,115
1437721234147,-22
1437721234155,-85
1437721234163,-156
1437721234171,-186
1437721234179,-183
1437721234187,-198
1437721234195,-178
1437721234203,-161
1437721234211,-181
1437721234218,-188
1437721234226,-205
1437721234234,-198
1437721234242,-193
1437721234250,-198
1437721234258,-203
1437721234266,-183
1437721234274,-178
1437721234282,-203
1437721234289,-212
1437721234297,-205
1437721234305,-190
1437721234313,-193
1437721234321,-193
1437721234329,-200
1437721234337,-210
1437721234345,-215
1437721234353,-222
1437721234360,-234
1437721234368,-232
1437721234376,-193
1437721234384,-149
1437721234392,-166
1437721234400,-159
1437721234408,-144
1437721234416,-154
1437721234424,-168
1437721234432,-193
1437721234439,-190
1437721234447,-200
1437721234455,-220
1437721234463,-195
1437721234471,-198
1437721234479,-208
1437721234487,-190
1437721234495,-200
1437721234503,-200
1437721234510,-208
1437721234518,-208
1437721234526,-200
1437721234534,-208
1437721234542,-225
1437721234550,-190
1437721234558,-176
1437721234566,-178
1437721234574,-195
1437721234581,-210
1437721234589,-183
1437721234597,-186
1437721234605,-193
1437721234613,-200
1437721234621,-205
1437721234629,-193
1437721234637,-210
1437721234645,-210
1437721234652,-205
1437721234660,-208
1437721234668,-203
1437721234676,-217
1437721234684,-193
1437721234692,-195
1437721234700,-205
1437721234708,-212
1437721234716,-200
1437721234723,-171
1437721234731,-173
1437721234739,-168
1437721234747,-176
1437721234755,-181
1437721234763,-168
1437721234771,-188
1437721234779,-190
1437721234787,-178
1437721234794,-166
1437721234802,-166
1437721234810,-208
1437721234818,-315
1437721234826,-330
1437721234833,22
1437721234841,681
1437721234849,969
1437721234857,544
1437721234864,144
1437721234872,-22
1437721234880,-142
1437721234888,-190
1437721234896,-227
1437721234904,-222
1437721234912,-227
1437721234920,-225
1437721234927,-229
1437721234935,-237
1437721234943,-249
1437721234951,-249
1437721234959,-234
1437721234967,-247
1437721234975,-261
1437721234983,-249
1437721234990,-242
1437721234998,-244
1437721235006,-244
1437721235014,-256
1437721235022,-266
1437721235030,-266
1437721235038,-271
1437721235045,-266
1437721235053,-266
1437721235061,-276
1437721235069,-278
1437721235077,-300
1437721235085,-291
1437721235093,-273
1437721235101,-271
1437721235108,-269
1437721235116,-283
1437721235124,-283
1437721235132,-276
1437721235140,-271
1437721235148,-254
1437721235156,-254
1437721235163,-249
1437721235171,-251
1437721235179,-264
1437721235187,-222
1437721235195,-200
1437721235203,-193
1437721235211,-200
1437721235219,-225
1437721235226,-190
1437721235234,-203
1437721235242,-195
1437721235250,-190
1437721235258,-217
1437721235266,-217
1437721235274,-234
1437721235282,-222
1437721235289,-200
1437721235297,-205
1437721235305,-186
1437721235313,-183
1437721235321,-181
1437721235329,-176
1437721235337,-193
1437721235344,-212
1437721235352,-193
1437721235360,-188
1437721235368,-220
1437721235376,-203
1437721235384,-193
1437721235392,-190
1437721235400,-195
1437721235407,-200
1437721235415,-193
1437721235423,-200
1437721235431,-198
1437721235439,-205
1437721235447,-186
1437721235455,-171
1437721235462,-188
1437721235470,-193
1437721235478,-181
1437721235486,-166
1437721235494,-176
1437721235502,-200
1437721235510,-186
1437721235518,-159
1437721235525,-166
1437721235533,-181
1437721235541,-276
1437721235549,-300
1437721235557,-44
1437721235565,525
1437721235573,874
1437721235581,520
1437721235588,95
1437721235596,-7
1437721235604,-105
1437721235612,-188
1437721235620,-217
1437721235628,-237
1437721235636,-237
1437721235644,-222
1437721235651,-232
1437721235659,-242
1437721235667,-210
1437721235675,-203
1437721235683,-208
1437721235691,-208
1437721235699,-220
1437721235707,-249
1437721235714,-249
1437721235722,-220
1437721235730,-217
1437721235738,-247
1437721235746,-217
1437721235754,-198
1437721235762,-239
1437721235770,-217
1437721235777,-205
1437721235785,-242
1437721235793,-237
1437721235801,-222
1437721235809,-215
1437721235817,-239
1437721235825,-225
1437721235832,-190
1437721235840,-205
1437721235848,-217
1437721235856,-227
1437721235864,-232
1437721235872,-178
1437721235880,-183
1437721235888,-200
1437721235895,-188
1437721235903,-178
1437721235911,-212
1437721235919,-222
1437721235927,-168
1437721235935,-183
1437721235943,-181
1437721235951,-181
1437721235958,-193
1437721235966,-198
1437721235974,-176
1437721235982,-166
1437721235990,-183
1437721235998,-200
1437721236006,-193
1437721236014,-176
1437721236021,-195
1437721236029,-215
1437721236037,-198
1437721236045,-186
1437721236053,-232
1437721236061,-205
1437721236069,-183
1437721236076,-178
1437721236084,-183
1437721236092,-210
1437721236100,-210
1437721236108,-208
1437721236116,-222
1437721236124,-222
1437721236132,-181
1437721236139,-208
1437721236147,-220
1437721236155,-227
1437721236163,-232
1437721236171,-227
1437721236179,-198
1437721236187,-188
1437721236195,-188
1437721236202,-171
1437721236210,-195
1437721236218,-193
1437721236226,-203
1437721236234,-225
1437721236242,-237
1437721236250,-217
1437721236257,-217
1437721236265,-217
1437721236273,-264
1437721236281,-342
1437721236289,-251
1437721236297,190
1437721236305,710
1437721236313,708
1437721236320,286
1437721236328,5
1437721236336,-100
1437721236344,-181
1437721236352,-220
1437721236360,-225
1437721236368,-234
1437721236376,-249
1437721236383,-259
1437721236391,-227
1437721236399,-210
1437721236407,-217
1437721236415,-222
1437721236423,-227
1437721236431,-232
1437721236439,-242
1437721236447,-242
1437721236454,-247
1437721236462,-227
1437721236470,-237
1437721236478,-261
1437721236486,-215
1437721236494,-203
1437721236502,-222
1437721236510,-227
1437721236517,-234
1437721236525,-239
1437721236533,-244
1437721236541,-237
1437721236549,-232
1437721236557,-232
1437721236565,-234
1437721236573,-227
1437721236580,-217
1437721236588,-208
1437721236596,-220
1437721236604,-225
1437721236612,-215
1437721236620,-234
1437721236628,-222
1437721236636,-237
1437721236644,-234
1437721236651,-200
1437721236659,-222
1437721236667,-225
1437721236675,-227
1437721236683,-232
1437721236691,-234
1437721236699,-244
1437721236707,-232
1437721236714,-237
1437721236722,-227
1437721236730,-232
1437721236738,-242
1437721236746,-205
1437721236754,-200
1437721236762,-222
1437721236770,-222
1437721236777,-229
1437721236785,-229
1437721236793,-222
1437721236801,-232
1437721236809,-225
1437721236817,-227
1437721236825,-244
1437721236833,-208
1437721236841,-210
1437721236848,-229
1437721236856,-215
1437721236864,-225
1437721236872,-212
1437721236880,-210
1437721236888,-227
1437721236896,-208
1437721236904,-203
1437721236911,-217
1437721236919,-217
1437721236927,-210
1437721236935,-205
1437721236943,-186
