"Time","ec"
1437721442300,-100
1437721442308,-95
1437721442316,-100
1437721442324,-95
1437721442332,-93
1437721442340,-95
1437721442347,-93
1437721442355,-88
1437721442363,-81
1437721442371,-81
1437721442379,-78
1437721442386,-83
1437721442394,-88
1437721442402,-83
1437721442410,-85
1437721442418,-85
1437721442426,-81
1437721442434,-83
1437721442441,-83
1437721442449,-83
1437721442457,-88
1437721442465,-88
1437721442473,-90
1437721442481,-93
1437721442488,-93
1437721442496,-93
1437721442504,-90
1437721442512,-93
1437721442520,-93
1437721442528,-90
1437721442535,-90
1437721442543,-93
1437721442551,-85
1437721442559,-73
1437721442567,-68
1437721442575,-63
1437721442582,-61
1437721442590,-61
1437721442598,-56
1437721442606,-59
1437721442614,-61
1437721442622,-66
1437721442630,-68
1437721442637,-63
1437721442645,-71
1437721442653,-73
1437721442661,-73
1437721442669,-78
1437721442677,-78
1437721442684,-63
1437721442692,-51
1437721442700,-46
1437721442708,-39
1437721442716,-42
1437721442724,-44
1437721442731,-46
1437721442739,-56
1437721442747,-59
1437721442755,-59
1437721442763,-59
1437721442771,-56
1437721442778,-61
1437721442786,-63
1437721442794,-71
1437721442802,-149
1437721442810,-234
1437721442818,-88
1437721442826,535
1437721442833,1199
1437721442841,969
1437721442849,342
1437721442857,85
1437721442865,12
1437721442873,-56
1437721442880,-105
1437721442888,-117
1437721442896,-125
1437721442904,-125
1437721442912,-125
1437721442920,-125
1437721442927,-117
1437721442935,-120
1437721442943,-122
1437721442951,-125
1437721442959,-127
1437721442967,-127
1437721442974,-125
1437721442982,-122
1437721442990,-122
1437721442998,-110
1437721443006,-105
1437721443014,-105
1437721443022,-103
1437721443029,-105
1437721443037,-100
1437721443045,-100
1437721443053,-98
1437721443061,-100
1437721443069,-100
1437721443076,-107
1437721443084,-105
1437721443092,-103
1437721443100,-95
1437721443108,-88
1437721443116,-73
1437721443123,-63
1437721443131,-44
1437721443139,-22
1437721443147,0
1437721443155,12
1437721443163,22
1437721443170,24
1437721443178,17
1437721443186,-5
1437721443194,-24
1437721443202,-34
1437721443210,-44
1437721443218,-51
1437721443226,-61
1437721443233,-61
1437721443241,-61
1437721443249,-56
1437721443257,-51
1437721443265,-56
1437721443273,-51
1437721443281,-42
1437721443288,-39
1437721443296,-39
1437721443304,-34
1437721443312,-32
1437721443320,-37
1437721443328,-37
1437721443336,-32
1437721443343,-27
1437721443351,-34
1437721443359,-32
1437721443367,-34
1437721443375,-32
1437721443383,-29
1437721443391,-32
1437721443399,-34
1437721443406,-34
1437721443414,-32
1437721443422,-39
1437721443430,-34
1437721443438,-32
1437721443446,-29
1437721443454,-32
1437721443461,-39
1437721443469,-44
1437721443477,-39
1437721443485,-39
1437721443493,-34
1437721443501,-32
1437721443509,-27
1437721443516,-27
1437721443524,-27
1437721443532,-22
1437721443540,-22
1437721443548,-22
1437721443556,-17
1437721443564,-20
1437721443571,-20
1437721443579,-20
1437721443587,-17
1437721443595,-12
1437721443603,-12
1437721443611,-7
1437721443619,-7
1437721443626,-12
1437721443634,-2
1437721443642,-2
1437721443650,0
1437721443658,5
1437721443666,7
1437721443674,10
1437721443681,5
1437721443689,5
1437721443697,2
1437721443705,5
1437721443713,2
1437721443721,0
1437721443729,10
1437721443736,20
1437721443744,27
1437721443752,34
1437721443760,34
1437721443768,34
1437721443776,27
1437721443784,24
1437721443792,17
1437721443799,17
1437721443807,22
1437721443815,22
1437721443823,17
1437721443831,17
1437721443839,20
1437721443847,-46
1437721443854,-139
1437721443862,-56
1437721443870,486
1437721443878,1255
1437721443886,1255
1437721443894,576
1437721443902,208
1437721443909,125
1437721443917,49
1437721443925,5
1437721443933,-5
1437721443941,-20
1437721443949,-27
1437721443957,-27
1437721443964,-29
1437721443972,-24
1437721443980,-22
1437721443988,-17
1437721443995,-17
1437721444003,-17
1437721444011,-15
1437721444018,-15
1437721444026,-17
1437721444034,-17
1437721444042,-17
1437721444050,-17
1437721444058,-15
1437721444065,-15
1437721444073,-15
1437721444081,-15
1437721444089,-12
1437721444097,-10
1437721444105,-7
1437721444112,-5
1437721444120,0
1437721444128,5
1437721444136,7
1437721444144,22
1437721444152,37
1437721444159,46
1437721444167,56
1437721444175,66
1437721444183,76
1437721444191,93
1437721444199,110
1437721444206,129
1437721444214,134
1437721444222,127
1437721444230,115
1437721444238,95
1437721444246,78
1437721444253,66
1437721444261,51
1437721444269,44
1437721444277,37
1437721444285,32
1437721444293,24
1437721444300,24
1437721444308,17
1437721444316,17
1437721444324,17
1437721444332,20
1437721444340,22
1437721444347,27
1437721444355,29
1437721444363,32
1437721444371,32
1437721444379,34
1437721444387,34
1437721444394,32
1437721444402,29
1437721444410,24
1437721444418,22
1437721444426,22
1437721444433,22
1437721444441,22
1437721444449,22
1437721444457,24
1437721444465,27
1437721444473,27
1437721444480,32
1437721444488,32
1437721444496,29
1437721444504,27
1437721444512,24
1437721444520,24
1437721444527,22
1437721444535,20
1437721444543,17
1437721444551,17
1437721444559,17
1437721444567,10
1437721444574,10
1437721444582,12
1437721444590,15
1437721444598,17
1437721444606,22
1437721444614,24
1437721444621,27
1437721444629,24
1437721444637,22
1437721444645,20
1437721444653,22
1437721444661,17
1437721444668,20
1437721444676,24
1437721444684,24
1437721444692,27
1437721444700,20
1437721444708,20
1437721444715,24
1437721444723,22
1437721444731,17
1437721444739,29
1437721444747,32
1437721444755,32
1437721444762,17
1437721444770,20
1437721444778,24
1437721444786,17
1437721444794,22
1437721444802,42
1437721444810,61
1437721444817,49
1437721444825,46
1437721444833,51
1437721444841,39
1437721444849,39
1437721444857,49
1437721444865,42
1437721444872,34
1437721444880,24
1437721444888,17
1437721444896,7
1437721444904,5
1437721444912,-24
1437721444920,-137
1437721444927,-161
1437721444935,154
1437721444943,913
1437721444951,1248
1437721444959,725
1437721444967,232
1437721444975,100
1437721444983,51
1437721444990,-12
1437721444998,-42
1437721445006,-49
1437721445014,-44
1437721445022,-54
1437721445030,-56
1437721445038,-61
1437721445045,-66
1437721445053,-63
1437721445061,-61
1437721445069,-59
1437721445077,-46
1437721445085,-46
1437721445093,-44
1437721445100,-49
1437721445108,-56
1437721445116,-59
1437721445124,-61
1437721445132,-66
1437721445140,-68
1437721445148,-66
1437721445155,-66
1437721445163,-66
1437721445171,-59
1437721445179,-56
1437721445187,-54
1437721445195,-56
1437721445203,-56
1437721445210,-54
1437721445218,-51
1437721445226,-39
1437721445234,-24
1437721445242,-20
1437721445250,-5
1437721445258,12
1437721445265,24
1437721445273,34
1437721445281,39
1437721445289,39
1437721445297,27
1437721445305,5
1437721445313,-10
1437721445320,-22
1437721445328,-29
1437721445336,-39
1437721445344,-44
1437721445352,-46
1437721445360,-46
1437721445368,-54
1437721445376,-49
1437721445383,-51
1437721445391,-56
1437721445399,-46
1437721445407,-39
1437721445415,-44
1437721445423,-42
1437721445431,-34
1437721445438,-27
1437721445446,-29
1437721445454,-29
1437721445462,-27
1437721445470,-29
1437721445478,-37
1437721445486,-27
1437721445493,-20
1437721445501,-27
1437721445509,-22
1437721445517,-22
1437721445525,-24
1437721445533,-37
1437721445541,-39
1437721445548,-42
1437721445556,-37
1437721445564,-27
1437721445572,-22
1437721445580,-20
1437721445588,-20
1437721445596,-20
1437721445604,-27
1437721445611,-17
1437721445619,-29
1437721445627,-22
1437721445635,-24
1437721445643,-15
1437721445651,-15
1437721445659,-27
1437721445667,-5
1437721445674,-2
1437721445682,-5
1437721445690,5
1437721445698,7
1437721445706,7
1437721445714,10
1437721445722,15
1437721445730,17
1437721445737,12
1437721445745,29
1437721445753,34
1437721445761,15
1437721445769,5
1437721445777,2
1437721445785,0
1437721445792,-22
1437721445800,-7
1437721445808,0
1437721445816,-17
1437721445824,-32
1437721445832,-29
1437721445840,-27
1437721445848,-54
1437721445855,-76
1437721445863,-68
1437721445871,-61
1437721445879,-76
1437721445887,-98
1437721445895,-88
1437721445903,-90
1437721445911,-105
1437721445918,-151
1437721445926,-293
1437721445934,-269
1437721445942,217
1437721445950,1062
1437721445958,1218
1437721445966,581
1437721445974,120
1437721445981,10
1437721445989,-56
1437721445997,-129
1437721446005,-161
1437721446013,-149
1437721446021,-139
1437721446029,-168
1437721446036,-146
1437721446044,-161
1437721446052,-139
1437721446060,-132
1437721446068,-164
1437721446076,-132
1437721446084,-129
1437721446092,-142
1437721446099,-110
1437721446107,-139
1437721446115,-149
1437721446123,-139
1437721446131,-149
1437721446139,-134
1437721446147,-149
1437721446155,-146
1437721446162,-142
1437721446170,-149
1437721446178,-146
1437721446186,-159
1437721446194,-139
1437721446202,-132
1437721446210,-125
1437721446217,-134
1437721446225,-105
1437721446233,-90
1437721446241,-132
1437721446249,-71
1437721446257,-34
1437721446265,-24
1437721446273,-15
1437721446280,5
1437721446288,-5
1437721446296,-34
1437721446304,-81
1437721446312,-68
1437721446320,-98
1437721446328,-110
1437721446336,-103
1437721446343,-129
1437721446351,-127
1437721446359,-151
1437721446367,-117
1437721446375,-134
1437721446383,-149
1437721446391,-122
1437721446399,-149
1437721446406,-134
1437721446414,-110
1437721446422,-132
1437721446430,-120
1437721446438,-127
1437721446446,-117
1437721446453,-142
1437721446461,-139
1437721446469,-149
1437721446477,-176
1437721446485,-142
1437721446493,-144
1437721446501,-166
1437721446508,-164
1437721446516,-176
1437721446524,-188
1437721446532,-173
1437721446540,-190
1437721446548,-178
1437721446556,-188
1437721446563,-203
1437721446571,-166
1437721446579,-195
1437721446587,-188
1437721446595,-200
1437721446603,-237
1437721446610,-190
1437721446618,-200
1437721446626,-220
1437721446634,-215
1437721446642,-229
1437721446650,-239
1437721446658,-234
1437721446665,-234
1437721446673,-215
1437721446681,-210
1437721446689,-232
1437721446697,-237
1437721446705,-234
1437721446712,-254
1437721446720,-247
1437721446728,-249
1437721446736,-229
1437721446744,-239
1437721446752,-271
1437721446760,-239
1437721446767,-269
1437721446775,-269
1437721446783,-271
1437721446791,-286
1437721446799,-305
1437721446807,-269
1437721446815,-278
1437721446822,-273
1437721446830,-281
1437721446838,-281
1437721446846,-249
1437721446854,-276
1437721446862,-286
1437721446869,-298
1437721446877,-286
1437721446885,-291
1437721446893,-310
1437721446901,-332
1437721446909,-325
1437721446917,-332
1437721446924,-437
1437721446932,-530
1437721446940,-364
1437721446948,361
1437721446956,1245
1437721446964,1123
1437721446971,278
1437721446979,-117
1437721446987,-208
1437721446995,-310
1437721447003,-344
1437721447011,-400
1437721447019,-427
1437721447026,-396
1437721447034,-413
1437721447042,-408
1437721447050,-415
1437721447058,-410
1437721447066,-408
1437721447074,-417
1437721447081,-425
1437721447089,-432
1437721447097,-393
1437721447105,-405
1437721447113,-432
1437721447121,-439
1437721447128,-425
1437721447136,-410
1437721447144,-415
1437721447152,-452
1437721447160,-437
1437721447168,-435
1437721447176,-439
1437721447183,-447
1437721447191,-466
1437721447199,-439
1437721447207,-452
1437721447215,-437
1437721447223,-457
1437721447230,-454
1437721447238,-425
1437721447246,-437
1437721447254,-432
1437721447262,-388
1437721447270,-378
1437721447277,-364
1437721447285,-320
1437721447293,-337
1437721447301,-366
1437721447309,-398
1437721447317,-366
1437721447324,-408
1437721447332,-439
1437721447340,-398
1437721447348,-415
1437721447356,-447
1437721447364,-471
1437721447371,-457
1437721447379,-452
1437721447387,-461
1437721447395,-464
1437721447403,-481
1437721447411,-474
1437721447418,-459
1437721447426,-479
1437721447434,-469
1437721447442,-471
1437721447450,-505
1437721447458,-486
1437721447465,-452
1437721447473,-483
1437721447481,-486
1437721447489,-459
1437721447497,-522
1437721447505,-503
1437721447512,-454
1437721447520,-471
1437721447528,-474
1437721447536,-488
1437721447544,-483
1437721447552,-500
1437721447559,-471
1437721447567,-498
1437721447575,-508
1437721447583,-493
1437721447591,-493
1437721447598,-513
1437721447606,-520
1437721447614,-488
1437721447622,-503
1437721447630,-505
1437721447638,-525
1437721447645,-508
1437721447653,-513
1437721447661,-498
1437721447669,-498
1437721447677,-518
1437721447685,-510
1437721447692,-513
1437721447700,-498
1437721447708,-520
1437721447716,-532
1437721447724,-513
1437721447732,-500
1437721447739,-518
1437721447747,-571
1437721447755,-542
1437721447763,-476
1437721447771,-522
1437721447779,-518
1437721447786,-525
1437721447794,-566
1437721447802,-508
1437721447810,-503
1437721447818,-530
1437721447826,-515
1437721447833,-540
1437721447841,-515
1437721447849,-503
1437721447857,-527
1437721447865,-508
1437721447873,-515
1437721447880,-505
1437721447888,-544
1437721447896,-530
1437721447904,-508
1437721447912,-522
1437721447920,-525
1437721447927,-518
1437721447935,-481
1437721447943,-503
1437721447951,-508
1437721447959,-481
1437721447967,-471
1437721447975,-493
1437721447982,-496
1437721447990,-520
1437721447998,-508
1437721448006,-496
1437721448014,-510
1437721448022,-522
1437721448030,-554
1437721448038,-527
1437721448045,-625
1437721448053,-754
1437721448061,-535
1437721448069,298
1437721448077,1206
1437721448085,1025
1437721448093,81
1437721448101,-300
1437721448108,-442
1437721448116,-571
1437721448124,-586
1437721448132,-632
1437721448140,-598
1437721448148,-627
1437721448156,-625
1437721448164,-637
1437721448171,-649
1437721448179,-632
1437721448187,-620
1437721448195,-637
1437721448203,-649
1437721448211,-686
1437721448219,-679
1437721448226,-637
1437721448234,-645
1437721448242,-686
1437721448250,-657
1437721448258,-618
1437721448266,-664
1437721448274,-686
1437721448282,-659
1437721448289,-640
1437721448297,-664
1437721448305,-662
1437721448313,-684
1437721448321,-667
1437721448329,-640
1437721448337,-674
1437721448345,-667
1437721448352,-669
1437721448360,-610
1437721448368,-618
1437721448376,-623
1437721448384,-579
1437721448392,-613
1437721448400,-542
1437721448408,-535
1437721448415,-530
1437721448423,-525
1437721448431,-559
1437721448439,-557
1437721448447,-537
1437721448455,-564
1437721448463,-583
1437721448470,-576
1437721448478,-603
1437721448486,-593
1437721448494,-586
1437721448502,-598
1437721448510,-591
1437721448518,-554
1437721448526,-627
1437721448533,-610
1437721448541,-574
1437721448549,-623
1437721448557,-564
1437721448565,-613
1437721448573,-642
1437721448581,-559
1437721448589,-613
1437721448596,-569
1437721448604,-569
1437721448612,-583
1437721448620,-547
1437721448628,-588
1437721448636,-591
1437721448644,-574
1437721448652,-520
1437721448659,-591
1437721448667,-588
1437721448675,-540
1437721448683,-562
1437721448690,-593
1437721448698,-559
1437721448706,-542
1437721448714,-591
1437721448722,-544
1437721448729,-583
1437721448737,-571
1437721448745,-542
1437721448753,-564
1437721448761,-579
1437721448769,-613
1437721448777,-566
1437721448785,-564
1437721448792,-581
1437721448800,-569
1437721448808,-554
1437721448816,-605
1437721448824,-579
1437721448832,-540
1437721448840,-566
1437721448848,-581
1437721448855,-591
1437721448863,-591
1437721448871,-586
1437721448879,-603
1437721448887,-605
1437721448895,-586
1437721448903,-583
1437721448911,-588
1437721448918,-591
1437721448926,-603
1437721448934,-588
1437721448942,-588
1437721448950,-588
1437721448958,-559
1437721448966,-574
1437721448974,-562
1437721448981,-605
1437721448989,-591
1437721448997,-559
1437721449005,-576
1437721449013,-576
1437721449021,-586
1437721449029,-598
1437721449037,-581
1437721449044,-574
1437721449052,-588
1437721449060,-581
1437721449068,-598
1437721449076,-593
1437721449084,-569
1437721449092,-596
1437721449100,-608
1437721449108,-598
1437721449115,-581
1437721449123,-591
1437721449131,-608
1437721449139,-598
1437721449147,-593
1437721449155,-569
1437721449163,-581
1437721449171,-581
1437721449178,-562
1437721449186,-564
1437721449194,-574
1437721449202,-569
1437721449210,-547
1437721449218,-547
1437721449226,-566
1437721449234,-564
1437721449241,-571
1437721449249,-540
1437721449257,-554
1437721449265,-544
1437721449273,-505
1437721449281,-530
1437721449289,-540
1437721449297,-564
1437721449304,-540
1437721449312,-530
1437721449320,-537
1437721449328,-552
1437721449336,-542
1437721449344,-583
1437721449352,-552
1437721449360,-554
1437721449367,-728
1437721449375,-669
1437721449383,-83
1437721449391,906
1437721449399,1201
1437721449407,437
1437721449415,-247
1437721449423,-393
1437721449430,-503
1437721449438,-559
1437721449446,-586
1437721449454,-603
1437721449462,-583
1437721449470,-613
1437721449478,-610
1437721449486,-596
1437721449494,-562
1437721449501,-574
1437721449509,-564
1437721449517,-552
1437721449525,-571
1437721449533,-598
1437721449541,-557
1437721449548,-571
1437721449556,-547
1437721449564,-547
1437721449572,-598
1437721449580,-510
1437721449588,-544
1437721449595,-566
1437721449603,-579
1437721449611,-559
1437721449619,-525
1437721449627,-540
1437721449635,-515
1437721449642,-527
1437721449650,-564
1437721449658,-564
1437721449666,-540
1437721449674,-525
1437721449682,-522
1437721449690,-544
1437721449697,-488
1437721449705,-476
1437721449713,-510
1437721449721,-464
1437721449729,-405
1437721449737,-400
1437721449744,-417
1437721449752,-403
1437721449760,-413
1437721449768,-486
1437721449776,-403
1437721449784,-391
1437721449791,-459
1437721449799,-454
1437721449807,-469
1437721449815,-464
1437721449823,-447
1437721449831,-454
1437721449838,-454
1437721449846,-474
1437721449854,-471
1437721449862,-481
1437721449870,-437
1437721449878,-457
1437721449886,-471
1437721449893,-437
1437721449901,-449
1437721449909,-435
1437721449917,-439
1437721449925,-447
1437721449933,-457
1437721449940,-425
1437721449948,-432
1437721449956,-432
1437721449964,-415
1437721449972,-420
1437721449980,-442
1437721449987,-461
1437721449995,-417
1437721450003,-417
1437721450011,-444
1437721450019,-396
1437721450027,-432
1437721450034,-452
1437721450042,-437
1437721450050,-454
1437721450058,-410
1437721450066,-432
1437721450074,-452
1437721450082,-459
1437721450089,-459
1437721450097,-393
1437721450105,-393
1437721450113,-439
1437721450121,-444
1437721450129,-420
1437721450136,-459
1437721450144,-430
1437721450152,-413
1437721450160,-417
1437721450168,-383
1437721450176,-439
1437721450183,-454
1437721450191,-388
1437721450199,-413
1437721450207,-405
1437721450215,-383
1437721450223,-415
1437721450230,-417
1437721450238,-398
1437721450246,-393
1437721450254,-400
1437721450261,-356
1437721450269,-371
1437721450277,-396
1437721450285,-359
1437721450292,-381
1437721450300,-410
1437721450308,-381
1437721450316,-342
1437721450324,-354
1437721450332,-334
1437721450339,-364
1437721450347,-396
1437721450355,-371
1437721450363,-325
1437721450371,-313
1437721450379,-374
1437721450387,-322
1437721450394,-381
1437721450402,-349
1437721450410,-317
1437721450418,-347
1437721450426,-330
1437721450434,-374
1437721450442,-342
1437721450449,-308
1437721450457,-337
1437721450465,-347
1437721450473,-347
1437721450481,-344
1437721450489,-344
1437721450496,-334
1437721450504,-354
1437721450512,-359
1437721450520,-337
1437721450528,-334
1437721450536,-342
1437721450544,-347
1437721450551,-322
1437721450559,-315
1437721450567,-322
1437721450575,-344
1437721450583,-320
1437721450591,-293
1437721450599,-332
1437721450606,-322
1437721450614,-322
1437721450622,-349
1437721450630,-334
1437721450638,-298
1437721450646,-293
1437721450653,-381
1437721450661,-500
1437721450669,-540
1437721450677,117
1437721450685,1245
1437721450693,1406
1437721450701,537
1437721450708,-54
1437721450716,-186
1437721450724,-320
1437721450732,-413
1437721450740,-398
1437721450748,-366
1437721450756,-354
1437721450763,-425
1437721450771,-415
1437721450779,-386
1437721450787,-422
1437721450795,-398
1437721450803,-427
1437721450810,-432
1437721450818,-364
1437721450826,-334
1437721450834,-393
1437721450842,-437
1437721450850,-400
1437721450858,-393
1437721450865,-452
1437721450873,-391
1437721450881,-393
1437721450889,-420
1437721450897,-405
1437721450905,-439
1437721450913,-432
1437721450920,-447
1437721450928,-442
1437721450936,-378
1437721450944,-381
1437721450952,-439
1437721450960,-376
1437721450967,-410
1437721450975,-374
1437721450983,-371
1437721450991,-366
1437721450998,-330
1437721451006,-330
1437721451014,-310
1437721451022,-288
1437721451029,-234
1437721451037,-261
1437721451045,-276
1437721451053,-283
1437721451061,-286
1437721451069,-310
1437721451077,-295
1437721451085,-278
1437721451092,-286
1437721451100,-305
1437721451108,-273
1437721451116,-283
1437721451124,-322
1437721451132,-295
1437721451140,-271
1437721451148,-298
1437721451155,-320
1437721451163,-254
1437721451171,-298
1437721451179,-305
1437721451187,-278
1437721451195,-269
1437721451203,-264
1437721451210,-271
1437721451218,-293
1437721451226,-283
1437721451234,-264
1437721451242,-291
1437721451250,-286
1437721451258,-332
1437721451266,-259
1437721451273,-259
1437721451281,-266
1437721451289,-291
1437721451297,-249
1437721451305,-264
1437721451313,-330
1437721451321,-232
1437721451329,-247
1437721451336,-288
1437721451344,-259
1437721451352,-254
1437721451360,-271
1437721451368,-237
1437721451376,-256
1437721451384,-266
1437721451392,-259
1437721451399,-259
1437721451407,-286
1437721451415,-278
1437721451423,-271
1437721451431,-298
1437721451439,-271
1437721451447,-269
1437721451454,-271
1437721451462,-271
1437721451470,-249
1437721451478,-261
1437721451486,-276
1437721451494,-261
1437721451502,-278
1437721451510,-266
1437721451517,-259
1437721451525,-266
1437721451533,-266
1437721451541,-261
1437721451549,-259
1437721451557,-281
1437721451565,-256
1437721451573,-254
1437721451580,-273
1437721451588,-229
1437721451596,-222
1437721451604,-232
1437721451612,-222
1437721451620,-222
1437721451628,-215
1437721451635,-212
1437721451643,-208
1437721451651,-203
1437721451659,-208
1437721451667,-215
1437721451675,-222
1437721451683,-227
1437721451691,-229
1437721451698,-227
1437721451706,-217
1437721451714,-205
1437721451722,-195
1437721451730,-188
1437721451738,-183
1437721451746,-178
1437721451754,-161
1437721451761,-142
1437721451769,-120
1437721451777,-110
1437721451785,-88
1437721451793,-68
1437721451801,-66
1437721451809,-61
1437721451817,-63
1437721451824,-63
1437721451832,-51
1437721451840,-46
1437721451848,-39
1437721451856,-24
1437721451864,-20
1437721451872,-54
1437721451880,-171
1437721451887,-176
1437721451895,310
1437721451903,1208
1437721451911,1560
1437721451919,916
1437721451927,283
1437721451935,144
1437721451943,61
1437721451950,5
1437721451958,0
1437721451966,-12
1437721451974,-12
1437721451982,-12
1437721451990,-2
1437721451998,5
1437721452005,7
1437721452013,7
1437721452021,10
1437721452029,12
1437721452037,7
1437721452045,12
1437721452053,17
1437721452061,7
1437721452068,15
1437721452076,10
1437721452084,10
1437721452092,12
1437721452100,12
1437721452108,15
1437721452116,22
1437721452124,17
1437721452131,12
1437721452139,15
1437721452147,12
1437721452155,5
1437721452163,2
1437721452171,0
1437721452179,0
1437721452187,-2
1437721452194,0
1437721452202,10
1437721452210,22
1437721452218,34
1437721452226,61
1437721452234,78
1437721452242,100
1437721452249,122
1437721452257,132
1437721452265,134
1437721452273,127
1437721452281,115
1437721452289,110
1437721452297,107
1437721452305,103
1437721452312,100
1437721452320,93
1437721452328,90
1437721452336,95
1437721452344,85
1437721452352,85
1437721452360,88
1437721452368,83
1437721452375,81
1437721452383,81
1437721452391,76
1437721452399,76
1437721452407,76
1437721452415,76
1437721452423,78
1437721452430,76
1437721452438,73
1437721452446,78
1437721452454,78
1437721452462,81
1437721452470,85
1437721452478,83
1437721452486,81
1437721452493,78
1437721452501,78
1437721452509,76
1437721452517,78
1437721452525,78
1437721452533,71
1437721452541,68
1437721452549,66
1437721452556,71
1437721452564,71
1437721452572,78
1437721452580,83
1437721452588,76
1437721452596,83
1437721452604,95
1437721452611,100
1437721452619,100
1437721452627,100
1437721452635,112
1437721452643,112
1437721452651,117
1437721452658,125
1437721452666,127
1437721452674,129
1437721452682,125
1437721452690,122
1437721452698,122
1437721452705,117
1437721452713,112
1437721452721,117
1437721452729,117
1437721452737,117
1437721452745,117
1437721452752,122
1437721452760,117
1437721452768,120
1437721452776,120
1437721452784,117
1437721452792,122
1437721452799,120
1437721452807,127
1437721452815,127
1437721452823,127
1437721452831,129
1437721452839,132
1437721452846,134
1437721452854,134
1437721452862,151
1437721452870,164
1437721452878,171
1437721452886,176
1437721452893,176
1437721452901,171
1437721452909,173
1437721452917,176
1437721452925,178
1437721452933,183
1437721452940,183
1437721452948,186
1437721452956,190
1437721452964,195
1437721452972,154
1437721452980,42
1437721452987,61
1437721452995,530
1437721453003,1311
1437721453011,1377
1437721453019,754
1437721453026,393
1437721453034,310
1437721453042,256
1437721453050,200
1437721453058,190
1437721453066,183
1437721453073,181
1437721453081,178
1437721453089,176
1437721453097,181
1437721453105,183
1437721453113,183
1437721453120,183
1437721453128,188
1437721453136,190
1437721453144,188
1437721453152,188
1437721453160,186
1437721453167,190
1437721453175,193
1437721453183,193
1437721453191,193
1437721453199,193
1437721453207,198
1437721453214,193
1437721453222,193
1437721453230,193
1437721453238,193
1437721453246,198
1437721453254,198
1437721453261,200
1437721453269,208
1437721453277,217
1437721453285,222
1437721453293,227
1437721453301,237
1437721453308,249
1437721453316,264
1437721453324,276
1437721453332,293
1437721453340,305
1437721453348,308
1437721453355,310
1437721453363,300
1437721453371,293
1437721453379,293
1437721453387,283
1437721453395,278
1437721453403,288
1437721453410,283
1437721453418,278
1437721453426,286
1437721453434,293
1437721453442,288
1437721453450,291
1437721453458,295
1437721453465,298
1437721453473,305
1437721453481,300
1437721453489,305
1437721453497,308
1437721453505,317
1437721453512,313
1437721453520,310
1437721453528,313
1437721453536,313
1437721453544,310
1437721453552,313
1437721453560,320
1437721453567,322
1437721453575,322
1437721453583,325
1437721453591,320
1437721453599,317
1437721453607,325
1437721453615,325
1437721453622,327
1437721453630,332
1437721453638,334
1437721453646,332
1437721453654,337
1437721453662,337
1437721453669,339
1437721453677,349
1437721453685,347
1437721453693,347
1437721453701,342
1437721453709,337
1437721453717,337
1437721453724,334
1437721453732,334
1437721453740,332
1437721453748,334
1437721453756,332
1437721453764,327
1437721453772,330
1437721453779,327
1437721453787,325
1437721453795,320
1437721453803,322
1437721453811,325
1437721453819,330
1437721453826,327
1437721453834,334
1437721453842,337
1437721453850,339
1437721453858,344
1437721453866,342
1437721453874,342
1437721453881,347
1437721453889,361
1437721453897,369
1437721453905,376
1437721453913,378
1437721453921,376
1437721453929,374
1437721453936,376
1437721453944,376
1437721453952,371
1437721453960,371
1437721453968,376
1437721453976,378
1437721453983,381
1437721453991,378
1437721453999,291
1437721454007,237
1437721454015,449
1437721454023,1104
1437721454031,1519
1437721454038,1055
1437721454046,610
1437721454054,513
1437721454062,459
1437721454070,430
1437721454078,391
1437721454086,388
1437721454093,378
1437721454101,371
1437721454109,369
1437721454117,366
1437721454125,369
1437721454133,366
1437721454140,364
1437721454148,371
1437721454156,376
1437721454164,386
1437721454171,396
1437721454179,393
1437721454187,391
1437721454195,393
1437721454202,398
1437721454210,400
1437721454218,403
1437721454226,405
1437721454234,410
1437721454242,410
1437721454250,413
1437721454257,410
1437721454265,408
1437721454273,405
1437721454281,405
1437721454289,410
1437721454297,425
1437721454304,439
1437721454312,471
1437721454320,466
1437721454328,471
1437721454336,493
1437721454344,500
1437721454352,518
1437721454359,515
1437721454367,515
1437721454375,498
1437721454383,476
1437721454391,459
1437721454399,452
1437721454407,439
1437721454414,432
1437721454422,427
1437721454430,425
1437721454438,427
1437721454446,427
1437721454454,432
1437721454461,437
1437721454469,437
1437721454477,439
1437721454485,439
1437721454493,432
1437721454501,425
1437721454509,422
1437721454516,413
1437721454524,408
1437721454532,400
1437721454540,396
1437721454548,398
1437721454556,398
1437721454564,391
1437721454571,386
1437721454579,381
1437721454587,378
1437721454595,371
1437721454603,376
1437721454611,371
1437721454618,371
1437721454626,371
1437721454634,374
1437721454642,374
1437721454650,371
1437721454658,374
1437721454666,374
1437721454673,376
1437721454681,378
1437721454689,374
1437721454697,376
1437721454705,376
1437721454713,371
1437721454721,376
1437721454728,376
1437721454736,376
1437721454744,371
1437721454752,364
1437721454760,359
1437721454768,349
1437721454775,352
1437721454783,349
1437721454791,342
1437721454799,337
1437721454807,337
1437721454815,342
1437721454823,327
1437721454830,325
1437721454838,337
1437721454846,352
1437721454854,354
1437721454862,354
1437721454870,349
1437721454878,349
1437721454885,347
1437721454893,339
1437721454901,344
1437721454909,342
1437721454917,339
1437721454925,342
1437721454932,334
1437721454940,337
1437721454948,325
1437721454956,234
1437721454964,193
1437721454972,413
1437721454980,1062
1437721454987,1416
